id,english,russian,domain,scenario,level,priority,phrase_type,family,source_id,source_title,tags
ophc2_a53d0cdc9e5c,aqueous flare associated with central retinal artery occlusion,"aqueous flare, ассоциированный/связан с центральный ретинальный artery occlusion",Core Ophthalmology,differential diagnosis,C2,A,association pattern,aqueous flare,yanoff_duker,"Ophthalmology, Yanoff & Duker",association;ddx
ophc2_c3535aefba0d,choroidal folds associated with central retinal vein occlusion,"хориоидальный folds, ассоциированный/связан с окклюзия центральной вены сетчатки",Core Ophthalmology,differential diagnosis,C2,A,association pattern,choroidal folds,wills_5min,Wills Eye Institute 5-Minute Ophthalmology Consult,association;ddx
ophc2_be4b12dbd7aa,blurred vision associated with central retinal artery occlusion,"blurred vision, ассоциированный/связан с центральный ретинальный artery occlusion",Core Ophthalmology,differential diagnosis,C2,A,association pattern,blurred vision,wills_5min,Wills Eye Institute 5-Minute Ophthalmology Consult,association;ddx
ophc2_c21b4628d7f2,ocular hypotony associated with central retinal artery occlusion,"глазной hypotony, ассоциированный/связан с центральный ретинальный artery occlusion",Core Ophthalmology,differential diagnosis,C2,A,association pattern,ocular hypotony,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",association;ddx
ophc2_71697a921554,visual field defect associated with central retinal vein occlusion,"зрительный поле дефект, ассоциированный/связан с окклюзия центральной вены сетчатки",Core Ophthalmology,differential diagnosis,C2,A,association pattern,visual field defect,wills_5min,Wills Eye Institute 5-Minute Ophthalmology Consult,association;ddx
ophc2_bed91b8fc52b,optic disc swelling associated with central retinal vein occlusion,"оптический disc swelling, ассоциированный/связан с окклюзия центральной вены сетчатки",Core Ophthalmology,differential diagnosis,C2,A,association pattern,optic disc swelling,yanoff_duker,"Ophthalmology, Yanoff & Duker",association;ddx
ophc2_8bbcfffe0169,retinal hemorrhages associated with central retinal vein occlusion,"ретинальный hemorrhages, ассоциированный/связан с окклюзия центральной вены сетчатки",Core Ophthalmology,differential diagnosis,C2,A,association pattern,retinal hemorrhages,yanoff_duker,"Ophthalmology, Yanoff & Duker",association;ddx
ophc2_64c9afc1b387,painless visual loss associated with central retinal vein occlusion,"painless зрительный потеря, ассоциированный/связан с окклюзия центральной вены сетчатки",Core Ophthalmology,differential diagnosis,C2,A,association pattern,painless visual loss,wills_5min,Wills Eye Institute 5-Minute Ophthalmology Consult,association;ddx
ophc2_cc30c02881d9,reduced visual acuity associated with central retinal vein occlusion,"сниженный зрительный acuity, ассоциированный/связан с окклюзия центральной вены сетчатки",Core Ophthalmology,differential diagnosis,C2,A,association pattern,reduced visual acuity,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",association;ddx
ophc2_e1046e19a349,visual field defect associated with central retinal artery occlusion,"зрительный поле дефект, ассоциированный/связан с центральный ретинальный artery occlusion",Core Ophthalmology,differential diagnosis,C2,A,association pattern,visual field defect,wills_5min,Wills Eye Institute 5-Minute Ophthalmology Consult,association;ddx
ophc2_28fb07f3e88e,ocular hypertension associated with central retinal artery occlusion,"глазной hypertension, ассоциированный/связан с центральный ретинальный artery occlusion",Core Ophthalmology,differential diagnosis,C2,A,association pattern,ocular hypertension,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",association;ddx
ophc2_c73815f091a9,retinal hemorrhages associated with central retinal artery occlusion,"ретинальный hemorrhages, ассоциированный/связан с центральный ретинальный artery occlusion",Core Ophthalmology,differential diagnosis,C2,A,association pattern,retinal hemorrhages,yanoff_duker,"Ophthalmology, Yanoff & Duker",association;ddx
ophc2_4878b1ae86bd,conjunctival injection associated with central retinal vein occlusion,"конъюнктивальный injection, ассоциированный/связан с окклюзия центральной вены сетчатки",Core Ophthalmology,differential diagnosis,C2,A,association pattern,conjunctival injection,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",association;ddx
ophc2_6a709b340231,central retinal artery occlusion presenting with reduced visual acuity,центральный ретинальный artery occlusion: клиническое проявление — сниженный зрительный acuity,Core Ophthalmology,clinical presentation,C2,A,presentation pattern,central retinal artery occlusion,wills_5min,Wills Eye Institute 5-Minute Ophthalmology Consult,presentation
ophc2_24fb5ee4c57d,abnormal pupillary reaction associated with central retinal vein occlusion,"abnormal pupillary реакция, ассоциированный/связан с окклюзия центральной вены сетчатки",Core Ophthalmology,differential diagnosis,C2,A,association pattern,abnormal pupillary reaction,kanski_clinical,"Clinical Ophthalmology: A Systematic Approach, Kanski",association;ddx
ophc2_8eef00554c4d,abnormal pupillary reaction associated with central retinal artery occlusion,"abnormal pupillary реакция, ассоциированный/связан с центральный ретинальный artery occlusion",Core Ophthalmology,differential diagnosis,C2,A,association pattern,abnormal pupillary reaction,yanoff_duker,"Ophthalmology, Yanoff & Duker",association;ddx
ophc2_71c48a6cc149,rule out,исключить,Core Ophthalmology,core reading,C1,A,verb pattern,General phrase,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",diagnosis
ophc2_c7c68bfb6100,epiphora,эпифора,Core Ophthalmology,core reading,C1,A,noun phrase / diagnostic entity,Epiphora,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",diagnosis
ophc2_4792f4071207,ectropion,эктропион,Core Ophthalmology,core reading,C1,A,noun phrase / diagnostic entity,Eyelid position,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",diagnosis
ophc2_3405b0fe2b75,chalazion,халязион,Core Ophthalmology,core reading,C1,A,noun phrase / diagnostic entity,Eyelid lesion,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",diagnosis
ophc2_362c2c3e2f4d,proptosis,проптоз,Core Ophthalmology,core reading,C1,A,symptom/sign phrase,Signs,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",symptom/sign
ophc2_e45bedd2cdc1,acid burn,кислотный ожог,Core Ophthalmology,core reading,C1,A,noun phrase / diagnostic entity,Chemical injury,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",diagnosis
ophc2_f3f95b2791e9,amblyopia,амблиопия,Core Ophthalmology,core reading,C1,A,noun phrase / diagnostic entity,Amblyopia,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",diagnosis
ophc2_496688fc1686,trichiasis,трихиаз,Core Ophthalmology,core reading,C1,A,noun phrase / diagnostic entity,Eyelashes,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",diagnosis
ophc2_bf699e44bfdd,watery eye,слезящийся глаз,Core Ophthalmology,core reading,C1,A,noun phrase / diagnostic entity,Watery eye,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",diagnosis
ophc2_fd930a03bb26,leucocoria,лейкокория,Core Ophthalmology,core reading,C1,A,symptom/sign phrase,Signs,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",symptom/sign
ophc2_cb6283e584f8,acute onset,острое начало,Core Ophthalmology,core reading,C1,A,noun phrase,General phrase,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",time course
ophc2_b6886f7d600d,alkali burn,щелочной ожог,Core Ophthalmology,core reading,C1,A,noun phrase / diagnostic entity,Chemical injury,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",diagnosis
ophc2_e8a229471d42,lid hygiene,гигиена век,Core Ophthalmology,core reading,C1,A,management phrase,Treatment,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",management
ophc2_630133168edb,enucleation,энуклеация,Core Ophthalmology,core reading,C1,A,management phrase,Treatment,moorfields_manual,"Moorfields Manual of Ophthalmology, Third Edition",management
